method,rouge1_min,rouge1_max,rouge1_mean,rouge1_std,rouge2_min,rouge2_max,rouge2_mean,rouge2_std,rougeL_min,rougeL_max,rougeL_mean,rougeL_std,roberta_precision_min,roberta_precision_max,roberta_precision_mean,roberta_precision_std,roberta_recall_min,roberta_recall_max,roberta_recall_mean,roberta_recall_std,roberta_f1_min,roberta_f1_max,roberta_f1_mean,roberta_f1_std,deberta_precision_min,deberta_precision_max,deberta_precision_mean,deberta_precision_std,deberta_recall_min,deberta_recall_max,deberta_recall_mean,deberta_recall_std,deberta_f1_min,deberta_f1_max,deberta_f1_mean,deberta_f1_std,meteor_min,meteor_max,meteor_mean,meteor_std,bleu_min,bleu_max,bleu_mean,bleu_std,content_coverage_min,content_coverage_max,content_coverage_mean,content_coverage_std,alignscore_min,alignscore_max,alignscore_mean,alignscore_std,summac_min,summac_max,summac_mean,summac_std,factcc_min,factcc_max,factcc_mean,factcc_std,minicheck_ft5_min,minicheck_ft5_max,minicheck_ft5_mean,minicheck_ft5_std,minicheck_7b_min,minicheck_7b_max,minicheck_7b_mean,minicheck_7b_std,exec_time_min,exec_time_max,exec_time_mean,exec_time_std,length_min,length_max,length_mean,length_std,length_within_bounds_pct,length_too_short_pct,length_too_long_pct
mistral_mistral-large-2411,0.0963855421686747,0.6915887850467289,0.39995089909521575,0.09139814671675132,0.0,0.4307692307692308,0.13379121310665432,0.0713421530349469,0.06557377049180327,0.5076923076923078,0.2587626788180277,0.07454675038530974,0.8067045211791992,0.9212175607681274,0.8701012076735497,0.01803059777585003,0.7913269400596619,0.9445663690567017,0.8866956616640091,0.02214161814148905,0.8062460422515869,0.9279987812042236,0.8781928939223289,0.017210725903366347,0.47484806180000305,0.7681704759597778,0.6407239379584789,0.04556814467711177,0.42463403940200806,0.8655309081077576,0.6834585355818271,0.05855969977857633,0.479155957698822,0.7924690842628479,0.6605782369971276,0.04704170978020364,0.03416856492027334,0.5934779123920086,0.2738147397657913,0.0987422002998535,0.006796936596986915,0.6622315357910016,0.3848235007035208,0.08947879144738186,0.14009276032447815,0.9859243631362915,0.9074144670665264,0.07262472760484748,0.023951614275574684,0.9941137433052063,0.8832186709586531,0.1391245290190191,-0.927825927734375,0.9794845581054688,0.2752000268640973,0.29476933833246877,7.77784862293629e-06,0.9999758005142212,0.6472678436430388,0.4343737635324349,0.23948454856872559,0.9865232507387797,0.9246723367989639,0.10692086032973462,0.3333333333333333,1.0,0.9729833333333333,0.10538205492397651,0.944251298904419,23.550527334213257,2.8456380386352538,1.4319250858614472,12.0,112.0,68.322,16.015065282414557,98.8,0.3,0.8999999999999999
ollama_gemma3:270M,0.0,0.6779661016949153,0.3544569386130845,0.0924999568841569,0.0,0.43103448275862066,0.12211898622800095,0.0698206862816894,0.0,0.5084745762711864,0.23207680293170965,0.07277086602059776,0.7336596846580505,0.9242217540740967,0.8596051005125046,0.024973045581347768,0.7543982267379761,0.946751594543457,0.8789414780139924,0.024516275799021867,0.7446262836456299,0.9245638251304626,0.8690078969597816,0.02186441976701551,0.40111419558525085,0.7458425164222717,0.6098618048131466,0.04961493823411813,0.3132861852645874,0.8376338481903076,0.6642790957987309,0.06585041570460956,0.3552148938179016,0.7873392105102539,0.6348952603042126,0.05248145930443123,0.0,0.6617489880975078,0.27299784048316594,0.10052061103935696,1.2987864480698964e-245,0.6552701232851041,0.33380915938318206,0.09340436467945329,-0.07070738077163696,0.9944125413894653,0.8881320125581696,0.12491689953603492,0.030962027609348297,0.9948258399963379,0.8401561630964279,0.18459802110137996,-0.94158935546875,0.9593582153320312,0.3055737720294776,0.3214651922599181,1.8206745153293014e-05,0.9999610185623169,0.7601437201601638,0.3953453365132381,0.014727374538779259,0.9874453147252401,0.8954562377816546,0.16461853810378704,0.0,1.0,0.8727360750360751,0.21743511588907677,0.1269237995147705,2.378037452697754,0.6271842555999756,0.19819524092644045,1.0,252.0,87.334,30.78279460997653,72.1,1.7000000000000002,26.200000000000003
ollama_gemma3:1b,0.0,0.619718309859155,0.37038734364767,0.07839573872127682,0.0,0.3333333333333333,0.1069117653839047,0.05987410253006635,0.0,0.4578313253012048,0.2326590869819181,0.059808982837965624,0.74189293384552,0.9219841361045837,0.8700656872987748,0.016895498135182586,0.7597501873970032,0.945854902267456,0.8788769120573997,0.01979749728331916,0.7507153749465942,0.9246861934661865,0.8743635779619217,0.016263656740325406,0.40797460079193115,0.7790369391441345,0.6388403984010219,0.04143565388588809,0.35065048933029175,0.8108087778091431,0.6636430732607842,0.05095154913831253,0.37714675068855286,0.7661619782447815,0.6504965297281742,0.042864550092822015,0.0,0.5342363645710173,0.23373230648081414,0.07820698340935658,2.218344253287051e-238,0.6196335465951097,0.3940538823462505,0.07757063198513382,-0.02036624401807785,0.9804515838623047,0.8949092192137614,0.0836074591677608,0.10797307640314102,0.9926646947860718,0.8455077791884541,0.15235925114422283,-0.93426513671875,0.9302775065104166,0.1396868729909261,0.2894266014085636,9.788634088181425e-06,0.9999593496322632,0.609626409572229,0.45802452607268407,0.0202042143791914,0.9866397976875305,0.9168395061148952,0.12372710986481036,0.0,1.0,0.9210333333333333,0.16427226383862453,0.15661144256591797,1.8274056911468506,0.8498618178367615,0.1560006887131099,1.0,114.0,63.06,11.303999292285894,98.6,0.6,0.8
ollama_granite3.3:2b,0.12403100775193798,0.6,0.3805192425103963,0.07210813562589066,0.0,0.34177215189873417,0.12490474853444178,0.05964036098270703,0.0930232558139535,0.5,0.23716365280530038,0.058712847192236184,0.8003806471824646,0.9144787788391113,0.8576991131901741,0.016423674237672683,0.810108482837677,0.9379175305366516,0.8888669548034668,0.01868081626560994,0.8256824016571045,0.9157192707061768,0.872908774793148,0.0150029306124241,0.48365890979766846,0.7782684564590454,0.6147874066233635,0.03917125216108501,0.5059707164764404,0.8477123379707336,0.6926855883002281,0.04717232993434836,0.5244842767715454,0.784232497215271,0.6508748874664306,0.038743525849225344,0.0596252129471891,0.5640675365703424,0.29190425791997565,0.08702029673550314,0.16332814342310195,0.605887549679323,0.3292255378348684,0.07246741171837598,0.8026854991912842,0.9875224828720093,0.9430719519853592,0.028946273268611142,0.10635650157928467,0.9941976070404053,0.888189640507102,0.126431266023243,-0.6091969807942709,0.92772216796875,0.3163823491656591,0.2566099258087766,7.590042059746338e-06,0.9999516010284424,0.7078087682579504,0.41386615351826445,0.27967700362205505,0.9868255456288656,0.9242302103839279,0.09247349396683982,0.0,1.0,0.9629940476190477,0.10398888076542515,0.9364943504333496,4.993895053863525,2.121846833705902,0.5437901329355705,43.0,169.0,91.169,17.742447379096266,71.8,0.0,28.199999999999996
ollama_granite3.3:8b,0.13114754098360656,0.7027027027027026,0.3938355143492141,0.07860378474964518,0.0,0.3356643356643357,0.12845512844067383,0.06410224487540786,0.09375,0.46357615894039733,0.24993559411020233,0.06412578785892924,0.7990590333938599,0.9239014387130737,0.8658804077506065,0.017265145727575808,0.8106350302696228,0.9331595301628113,0.8880199939608574,0.019148215732023906,0.8280425071716309,0.9192529320716858,0.8767143762111664,0.01575812059936475,0.49948257207870483,0.7863735556602478,0.632797165453434,0.04279397838971827,0.48492661118507385,0.8342238664627075,0.6877646691799164,0.04983974013530582,0.4967331886291504,0.7813806533813477,0.6585545542240143,0.041925834877046056,0.05172413793103449,0.551816552990951,0.2699786898240494,0.09075533769776895,0.17917876823557416,0.6368412595300462,0.3765277143537333,0.07674589336781903,0.7640350461006165,0.9830739498138428,0.9271193402409553,0.03478658845410373,0.003309273160994053,0.9936067461967468,0.8817631689393893,0.1458579887208415,-0.6521621704101562,0.9318408966064453,0.21243577428696647,0.28271211002586044,6.2281237660499755e-06,0.9999399185180664,0.6451590043579836,0.43938517834514834,0.170598566532135,0.9878109097480774,0.926254921624882,0.10525541971065738,0.25,1.0,0.9726888888888888,0.10340483547687701,1.5503203868865967,7.654458522796631,3.80984428524971,0.9374574554624524,32.0,131.0,72.886,15.949138033135208,94.3,0.0,5.7
ollama_llama3.1:8b,0.0923076923076923,0.6463414634146342,0.38144629877335495,0.08061188589464739,0.0,0.35526315789473684,0.119931580009844,0.06554829927663104,0.08695652173913043,0.45833333333333337,0.23975000891831946,0.06434452511877853,0.8085862398147583,0.9250342845916748,0.8675292891860008,0.016013844883081805,0.807400643825531,0.9367949962615967,0.8821914170980454,0.02046990067840587,0.8260325193405151,0.9242883324623108,0.8747078356742859,0.01604160607046531,0.5177974700927734,0.7818132042884827,0.6332219291329384,0.04039396087450249,0.4329395890235901,0.8157843351364136,0.6753780646920204,0.0517180550707687,0.4787236750125885,0.7792404294013977,0.6531096281707287,0.04229706579505984,0.036585365853658534,0.5713713969948885,0.2690244154232619,0.08830049400150501,0.07255435507771102,0.6471456879919406,0.3697279358131842,0.07481462417693553,0.5966503620147705,0.9868321418762207,0.9146423602700233,0.04158733270197484,0.2633051872253418,0.9961177706718445,0.8810953732132911,0.12635886076773073,-0.6893844604492188,0.9468053181966146,0.2828337166173117,0.27323146339476956,1.043905649567023e-05,0.9999359846115112,0.43832710242777556,0.4653236692362263,0.394818772872289,0.9881006479263306,0.9363086015288984,0.08284872863587099,0.5,1.0,0.983897619047619,0.0671098716256745,1.321042776107788,4.461946725845337,2.7326363837718963,0.5333391425842123,14.0,98.0,74.343,10.034707320096585,99.9,0.1,0.0
ollama_mistral-nemo:12b,0.12987012987012986,0.661290322580645,0.4031304394678316,0.08661260345924734,0.0,0.42857142857142855,0.13413728050526458,0.07080955141506069,0.07692307692307693,0.5,0.25959241326808713,0.07155476118369006,0.8012782335281372,0.9215042591094971,0.8661039025187492,0.019658918927845874,0.81003737449646,0.9432095289230347,0.8871368584036827,0.01960090415146276,0.815213143825531,0.92413729429245,0.8763732938170433,0.016758729531110676,0.5117228031158447,0.7951369285583496,0.6390009458065034,0.04757568706533585,0.4810931086540222,0.8606396913528442,0.6846875595450401,0.0524075793981366,0.5238626003265381,0.7906031608581543,0.6602128910422325,0.04420617712974103,0.03154574132492114,0.6257889753839679,0.27124680247779404,0.09918038511330994,0.08564651204766778,0.6424294632579192,0.3946976845033421,0.09216643149788951,0.653194785118103,0.9822131991386414,0.9154851077795029,0.04367961670371051,0.0008789642015472054,0.9976750612258911,0.8569679869549581,0.18244401173190256,-0.6965993245442709,0.9891672134399414,0.23198351961809488,0.2925209558543282,9.313424015999772e-06,0.9999600648880005,0.5804150212550394,0.4502480739718636,0.014988740906119347,0.9872833689053854,0.9074616696185189,0.145149116436536,0.0,1.0,0.954375,0.15899628205820832,0.7227649688720703,7.41530966758728,2.931647973775864,0.9261092503554786,10.0,144.0,66.242,20.056506076582732,94.6,0.1,5.3
ollama_mistral-small3.2:24b,0.16,0.6842105263157895,0.415056025207181,0.08378394712945367,0.0,0.41999999999999993,0.14144661859794905,0.07281959924260174,0.10000000000000002,0.5795454545454546,0.26764819246582,0.07393758047433768,0.812439501285553,0.9378030300140381,0.8722638315558433,0.018321595518491322,0.8113669157028198,0.937125563621521,0.8890698437690735,0.02013662856171419,0.828514575958252,0.9372175335884094,0.8804857668876648,0.016808600246065467,0.49189335107803345,0.8498868346214294,0.6460006247758865,0.045944918293625576,0.4787863492965698,0.8531837463378906,0.6887892584204673,0.05129070682429666,0.5009429454803467,0.841643750667572,0.6661176265478134,0.04444636097646261,0.06157635467980296,0.6202182546111777,0.27766068745946904,0.09265203643243176,0.051952377230853115,0.7294342590891908,0.4099490312310557,0.0788343454732597,0.7356407642364502,0.984438955783844,0.9171883691549301,0.04056393186432745,0.08888561278581619,0.99419766664505,0.884125021725893,0.13983197829087882,-0.9049072265625,0.9420156478881836,0.2088915884131477,0.2856576343463086,1.0534554348851088e-05,0.9999582767486572,0.6525916564338895,0.43466521156867477,0.35599756985902786,0.9871258934338888,0.9358479926108382,0.08571163856753262,0.0,1.0,0.9760666666666666,0.10596108300272847,2.4505279064178467,13.629839181900024,6.441516493320465,1.4900351312455957,26.0,126.0,64.705,12.935840714851123,99.2,0.0,0.8
anthropic_claude-opus-4-1-20250805,0.0,0.5497076023391813,0.3645237160991697,0.07522060800939603,0.0,0.3783783783783784,0.11957524182615223,0.058451509145362644,0.0,0.4699453551912568,0.23062389432516653,0.06078061850252251,0.7334675192832947,0.9067020416259766,0.8572149478197097,0.017179708780442515,0.7566450238227844,0.9408623576164246,0.8892481729984284,0.020406049221478064,0.7477813363075256,0.9124153256416321,0.8728622297644615,0.01697075595583923,0.40988385677337646,0.7410567998886108,0.6088167833387852,0.04145687207567561,0.31772884726524353,0.8425011038780212,0.6915908376276493,0.053476910693055935,0.3579704463481903,0.7700183391571045,0.6471202756762504,0.04432356682668407,0.0,0.5664137271853743,0.29218650844959576,0.08578530285165586,7.580015016134447e-239,0.6369611557173186,0.30037542041138693,0.06685251391517696,0.0019548796117305756,0.9886800646781921,0.9365955193787813,0.06478172486705508,0.044993095099925995,0.9923719763755798,0.8202006703540683,0.16402409880902732,-0.935882568359375,0.8135261535644531,0.12975428588503882,0.2551184213714413,1.3575327102444135e-05,0.9999556541442871,0.5840596636549436,0.451582384440897,0.020816417410969734,0.9865758061408997,0.8904698941618138,0.12793804209376303,0.0,1.0,0.9620166666666666,0.13019980265388698,3.708479404449463,171.738915681839,5.894948878049851,6.228395566521125,1.0,125.0,97.751,11.920444580635406,57.3,0.4,42.3
mistral_mistral-medium-2505,0.0,0.6744186046511629,0.40544353413213535,0.08486354228329644,0.0,0.3870967741935483,0.13755788004309075,0.06968388492783847,0.0,0.5465116279069767,0.25863295997554236,0.07047704965659024,0.7362825274467468,0.9271350502967834,0.8663288117051124,0.019033497244922627,0.7555028796195984,0.9422114491462708,0.8902065128684044,0.020982526863685777,0.7505804896354675,0.925274670124054,0.8780215416550636,0.018094990413369,0.3994377553462982,0.7848712205886841,0.6324093897640705,0.0452509505732451,0.32464903593063354,0.8345896005630493,0.6932283361554146,0.0557261577579862,0.3617703914642334,0.7969017028808594,0.6609354037344456,0.04726117287403028,0.0,0.582948548812665,0.28572859280600954,0.09203109273783845,6.798610414096889e-240,0.6623754250210541,0.3738727461320235,0.07686101073959954,-0.00618298165500164,0.9843786954879761,0.9252284574005752,0.06425317146597234,0.03264772519469261,0.992699146270752,0.8763805836439132,0.1334522685233975,-0.8310546875,0.9383697509765625,0.2201038030942281,0.2796130041615729,1.58465227286797e-05,0.9999593496322632,0.6814662074186981,0.42183662851571085,0.01985885016620159,0.986840569972992,0.9293687225155621,0.09672878491272091,0.0,1.0,0.9822738095238094,0.09186839198319643,0.31118202209472656,16.790870428085327,2.4969190564155577,0.9820339405754112,1.0,100.0,74.468,10.800045185090662,99.6,0.4,0.0
mistral_magistral-medium-2509,0.0,0.676056338028169,0.39375197271093726,0.12289165547636466,0.0,0.4536082474226804,0.13872041114520667,0.0818134913677262,0.0,0.5813953488372092,0.26608732335912894,0.0962711622379484,0.7326714396476746,0.9432878494262695,0.8743575994968414,0.033200788521298596,0.7496913075447083,0.9419409036636353,0.8800848743915558,0.030586256720859375,0.7447190284729004,0.9309070706367493,0.8770870950222015,0.030202086307686678,0.3938908576965332,0.8223323822021484,0.6525442523956299,0.06777556165591446,0.2842848002910614,0.8530682921409607,0.6622069632411003,0.08327555046429008,0.33687394857406616,0.8310440182685852,0.6563218664228916,0.07215675074638378,0.0,0.6267124742465113,0.24841224910206278,0.1117755107217704,0.0,0.6566446253483109,0.41019614889551237,0.12724049992306646,-0.037075117230415344,0.9851927757263184,0.8570175620112568,0.17247855683430233,0.010841147042810917,0.9975833892822266,0.8816247168583795,0.19053933064802284,-0.9405670166015625,0.9883966445922852,0.1964996869462909,0.3798769902941493,1.0758946700661909e-05,0.9999797344207764,0.6160360257659094,0.4502128240194072,0.012555580586194992,0.9872165322303772,0.9075229850159958,0.19960043569790506,0.0,1.0,0.9513045454545455,0.2082650448906973,0.96,0.96,0.9600000000000004,4.440892098500626e-16,1.0,211.0,50.884,20.04700835536315,95.19999999999999,4.2,0.6
mistral_mistral-small-2506,0.13953488372093023,0.6782608695652174,0.41354419348929605,0.08257276354636671,0.0,0.44943820224719105,0.13994498443167278,0.07026002959762877,0.0879120879120879,0.5934065934065935,0.2650893165760639,0.07117060445149243,0.8047900199890137,0.9287921190261841,0.867818891108036,0.018040639041624843,0.8108125329017639,0.9556102752685547,0.8897386745810508,0.01975995943357815,0.8280144333839417,0.9398778080940247,0.8785424110293388,0.016451571057416643,0.519964873790741,0.8105906248092651,0.6389713487625122,0.04475749544766568,0.49768364429473877,0.8449112772941589,0.6911214354634285,0.05138258081787815,0.5182666182518005,0.7997859716415405,0.6634517814517021,0.043872770753229845,0.06814310051107325,0.6017287376404036,0.2783557955392788,0.09248445156456785,0.18558815486899238,0.6483070964413077,0.4010519979669158,0.07663023421332196,0.746627688407898,0.983924388885498,0.9265363100767136,0.03393974208544903,0.01599358767271042,0.9943031668663025,0.8766446461230516,0.14011564230348386,-0.777923583984375,0.9249992370605469,0.21474343648183913,0.28413697655849923,1.0064742127724458e-05,0.9999592304229736,0.6476048432907546,0.43522299426197514,0.47320899926126003,0.9868314564228058,0.9284318116634597,0.09109860268923561,0.0,1.0,0.9770333333333333,0.09350745068353289,0.4407527446746826,7.210002899169922,1.103981437921524,0.51502070792624,32.0,112.0,67.111,11.829398928094362,99.4,0.0,0.6
mistral_mistral-medium-2508,0.0,0.64,0.3746016893546606,0.09754821486973489,0.0,0.34532374100719426,0.11288200249597523,0.06385934825834162,0.0,0.5128205128205129,0.23299453150668217,0.070816474163057,0.0,0.9166260361671448,0.8517431780695915,0.08731027829145033,0.0,0.9352091550827026,0.8768685645461083,0.09077184903386569,0.0,0.9141491055488586,0.8639758365750313,0.08829055445241916,0.0,0.7796940803527832,0.615769822716713,0.07541836458442158,0.0,0.8365054726600647,0.672381660103798,0.08798032978420879,0.0,0.7808428406715393,0.6417442657351494,0.07726334570712537,0.0,0.5543504458905761,0.23971645334939273,0.09512521248168064,0.0,0.6397720882898543,0.34724252963301167,0.09755928445720909,-0.020478947088122368,0.9812119007110596,0.8890622461279855,0.12587803039629653,0.0004360455786809325,0.9943683743476868,0.7656014756275108,0.24332283414261469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.077,0.07699999999999999,1.3877787807814457e-17,0.0,105.0,67.137,18.684331162768444,97.89999999999999,1.7000000000000002,0.4
ollama_deepseek-r1:7b,0.0,0.6514285714285714,0.375692678101279,0.08265322160536813,0.0,0.42857142857142855,0.1144543811426724,0.0608814344219058,0.0,0.4912280701754386,0.23154928694684918,0.06254099917744746,0.7396009564399719,0.9340190887451172,0.8632984291315079,0.019418395217372184,0.7766231298446655,0.9475284814834595,0.8848157609701157,0.02046969125487956,0.761650562286377,0.9327908754348755,0.8738085468411445,0.017241909008654525,0.39547476172447205,0.7667847871780396,0.625018512248993,0.04490088163163697,0.3332037031650543,0.8314741253852844,0.67814290741086,0.05267817722251629,0.37395185232162476,0.7790994644165039,0.6497017678022384,0.0433882972024748,0.0,0.6529072739587037,0.2624867156247851,0.09057274344400165,2.6302915222986512e-238,0.6076476399575316,0.3544722876490682,0.08368945596044004,-0.009017621167004108,0.9847244024276733,0.9138047370798886,0.07164981690267579,0.0,0.9901807308197021,0.8284498374104733,0.16922400664248136,-0.91009521484375,0.9738082885742188,0.21357155427593005,0.27153920370656,9.729349585541058e-06,0.999969482421875,0.6817856810818493,0.42243461706638186,0.012449764646589756,0.9863621989885966,0.8952125419176777,0.13138842531915526,0.0,1.0,0.9289448952562589,0.16785576580414518,4.4381818771362305,939.6581282615662,11.039603079080582,29.448639663685533,1.0,28341.0,105.895,893.5833637523698,87.3,0.3,12.4
